frame_path,detector_score,label,video_id
Celeb-synthesis__FaceSwap__InSwapper__id1_id31_0006__3fbaaa15/frame_000000.jpg,0.08864324539899826,1,Celeb-synthesis__FaceSwap__InSwapper__id1_id31_0006__3fbaaa15
YouTube-real__00213__b52f3036/frame_000010.jpg,0.2699117064476013,0,YouTube-real__00213__b52f3036
YouTube-real__00205__7e19abde/frame_000005.jpg,0.19229139387607574,0,YouTube-real__00205__7e19abde
Celeb-real__id19_0007__a1e0f6a6/frame_000031.jpg,0.13468895852565765,0,Celeb-real__id19_0007__a1e0f6a6
YouTube-real__00016__8a41b01a/frame_000000.jpg,0.44463658332824707,0,YouTube-real__00016__8a41b01a
Celeb-synthesis__FaceReenact__LivePortrait__id50_id54_0006__cbc29304/frame_000002.jpg,0.3045044243335724,1,Celeb-synthesis__FaceReenact__LivePortrait__id50_id54_0006__cbc29304
Celeb-synthesis__FaceSwap__InSwapper__id54_id52_0005__a2df8529/frame_000014.jpg,0.4404975175857544,1,Celeb-synthesis__FaceSwap__InSwapper__id54_id52_0005__a2df8529
Celeb-real__id44_0004__d999d2a1/frame_000030.jpg,0.4267217516899109,0,Celeb-real__id44_0004__d999d2a1
Celeb-real__id44_0000__e7d85637/frame_000005.jpg,0.3873724937438965,0,Celeb-real__id44_0000__e7d85637
Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a/frame_000004.jpg,0.2839728891849518,1,Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a
YouTube-real__00255__e1eeab9f/frame_000030.jpg,0.4312528669834137,0,YouTube-real__00255__e1eeab9f
YouTube-real__00050__d005a88f/frame_000024.jpg,0.09524230659008026,0,YouTube-real__00050__d005a88f
Celeb-synthesis__FaceReenact__MCNET__id41_id47_0001__446dc896/frame_000016.jpg,0.7880725860595703,1,Celeb-synthesis__FaceReenact__MCNET__id41_id47_0001__446dc896
YouTube-real__00264__742b463d/frame_000015.jpg,0.7329833507537842,0,YouTube-real__00264__742b463d
Celeb-synthesis__FaceSwap__UniFace__id23_id35_0006__9c4d682a/frame_000014.jpg,0.5199275612831116,1,Celeb-synthesis__FaceSwap__UniFace__id23_id35_0006__9c4d682a
Celeb-real__id19_0000__795a8811/frame_000007.jpg,0.2134559452533722,0,Celeb-real__id19_0000__795a8811
Celeb-synthesis__FaceSwap__HifiFace__id1_id23_0006__682444db/frame_000013.jpg,0.3295193612575531,1,Celeb-synthesis__FaceSwap__HifiFace__id1_id23_0006__682444db
Celeb-synthesis__TalkingFace__IP_LAP__id52_0008_test_id02317_U9C74tfLcqc__22508245/frame_000013.jpg,0.8899973034858704,1,Celeb-synthesis__TalkingFace__IP_LAP__id52_0008_test_id02317_U9C74tfLcqc__22508245
Celeb-synthesis__FaceSwap__GHOST__id24_id23_0009__2bd974c6/frame_000019.jpg,0.31221404671669006,1,Celeb-synthesis__FaceSwap__GHOST__id24_id23_0009__2bd974c6
Celeb-synthesis__FaceReenact__DaGAN__id54_id52_0005__a1af17ca/frame_000007.jpg,0.8276171088218689,1,Celeb-synthesis__FaceReenact__DaGAN__id54_id52_0005__a1af17ca
Celeb-synthesis__FaceSwap__SimSwap__id23_id31_0002__78b72662/frame_000011.jpg,0.21160350739955902,1,Celeb-synthesis__FaceSwap__SimSwap__id23_id31_0002__78b72662
Celeb-synthesis__FaceSwap__BlendFace__id8_id3_0008__d6eac4ea/frame_000015.jpg,0.4001135528087616,1,Celeb-synthesis__FaceSwap__BlendFace__id8_id3_0008__d6eac4ea
Celeb-synthesis__FaceSwap__UniFace__id50_id54_0004__6af864e5/frame_000004.jpg,0.36148059368133545,1,Celeb-synthesis__FaceSwap__UniFace__id50_id54_0004__6af864e5
Celeb-synthesis__TalkingFace__EDTalk__id10_0003_test_id05055_1lsf8QC-Lck__7890d8bb/frame_000016.jpg,0.9751812815666199,1,Celeb-synthesis__TalkingFace__EDTalk__id10_0003_test_id05055_1lsf8QC-Lck__7890d8bb
Celeb-synthesis__FaceSwap__BlendFace__id24_id19_0000__d3b9420c/frame_000014.jpg,0.3780425786972046,1,Celeb-synthesis__FaceSwap__BlendFace__id24_id19_0000__d3b9420c
Celeb-synthesis__TalkingFace__AniTalker__id8_0002_test_id00817_EPPT9urr8Ew__fb7a52bb/frame_000029.jpg,0.7889689207077026,1,Celeb-synthesis__TalkingFace__AniTalker__id8_0002_test_id00817_EPPT9urr8Ew__fb7a52bb
Celeb-synthesis__TalkingFace__AniTalker__id24_0001_test_id02019_anSrwA_9RPE__866e4f55/frame_000000.jpg,0.9235782027244568,1,Celeb-synthesis__TalkingFace__AniTalker__id24_0001_test_id02019_anSrwA_9RPE__866e4f55
Celeb-synthesis__FaceReenact__MCNET__id1_id31_0002__a642fb11/frame_000031.jpg,0.2166924923658371,1,Celeb-synthesis__FaceReenact__MCNET__id1_id31_0002__a642fb11
YouTube-real__00204__52004e3b/frame_000018.jpg,0.4844379127025604,0,YouTube-real__00204__52004e3b
Celeb-synthesis__FaceReenact__TPSMM__id1_id3_0003__f80b2cc7/frame_000031.jpg,0.9880611896514893,1,Celeb-synthesis__FaceReenact__TPSMM__id1_id3_0003__f80b2cc7
YouTube-real__00015__ccd8f38b/frame_000001.jpg,0.3856804370880127,0,YouTube-real__00015__ccd8f38b
Celeb-real__id22_0002__0a374460/frame_000017.jpg,0.22857965528964996,0,Celeb-real__id22_0002__0a374460
YouTube-real__00012__3a81ebd4/frame_000020.jpg,0.35762742161750793,0,YouTube-real__00012__3a81ebd4
YouTube-real__00099__65380240/frame_000009.jpg,0.22934629023075104,0,YouTube-real__00099__65380240
Celeb-real__id1_0008__b5428fba/frame_000006.jpg,0.1446491777896881,0,Celeb-real__id1_0008__b5428fba
Celeb-synthesis__FaceSwap__HifiFace__id52_id53_0008__8619ea75/frame_000029.jpg,0.36003196239471436,1,Celeb-synthesis__FaceSwap__HifiFace__id52_id53_0008__8619ea75
YouTube-real__00035__97d80fd9/frame_000003.jpg,0.01005338504910469,0,YouTube-real__00035__97d80fd9
Celeb-real__id54_0004__3e0ab6d0/frame_000001.jpg,0.28248313069343567,0,Celeb-real__id54_0004__3e0ab6d0
Celeb-real__id54_0004__3e0ab6d0/frame_000027.jpg,0.3619668483734131,0,Celeb-real__id54_0004__3e0ab6d0
Celeb-synthesis__FaceReenact__LIA__id24_id19_0003__a6b7f02a/frame_000007.jpg,0.3739767372608185,1,Celeb-synthesis__FaceReenact__LIA__id24_id19_0003__a6b7f02a
Celeb-real__id10_0000__9273e8bc/frame_000030.jpg,0.19577190279960632,0,Celeb-real__id10_0000__9273e8bc
Celeb-synthesis__FaceSwap__SimSwap__id23_id0_0003__edbd5e74/frame_000009.jpg,0.25657299160957336,1,Celeb-synthesis__FaceSwap__SimSwap__id23_id0_0003__edbd5e74
Celeb-synthesis__FaceReenact__HyperReenact__id22_id23_0001__6311249c/frame_000006.jpg,0.8772419691085815,1,Celeb-synthesis__FaceReenact__HyperReenact__id22_id23_0001__6311249c
Celeb-synthesis__TalkingFace__IP_LAP__id52_0008_test_id02317_U9C74tfLcqc__22508245/frame_000023.jpg,0.676935613155365,1,Celeb-synthesis__TalkingFace__IP_LAP__id52_0008_test_id02317_U9C74tfLcqc__22508245
YouTube-real__00146__85d6bb79/frame_000006.jpg,0.26887133717536926,0,YouTube-real__00146__85d6bb79
Celeb-synthesis__FaceReenact__MCNET__id1_id26_0009__f4350343/frame_000015.jpg,0.047948870807886124,1,Celeb-synthesis__FaceReenact__MCNET__id1_id26_0009__f4350343
YouTube-real__00207__44d1e320/frame_000006.jpg,0.45661672949790955,0,YouTube-real__00207__44d1e320
Celeb-real__id52_0003__d335faab/frame_000019.jpg,0.2563552260398865,0,Celeb-real__id52_0003__d335faab
Celeb-synthesis__FaceSwap__MobileFaceSwap__id44_id42_0001__856b58b8/frame_000016.jpg,0.26945751905441284,1,Celeb-synthesis__FaceSwap__MobileFaceSwap__id44_id42_0001__856b58b8
Celeb-synthesis__FaceReenact__TPSMM__id50_id57_0001__7ad6b6a4/frame_000007.jpg,0.35011693835258484,1,Celeb-synthesis__FaceReenact__TPSMM__id50_id57_0001__7ad6b6a4
Celeb-synthesis__FaceReenact__DaGAN__id10_id11_0006__3712bab8/frame_000022.jpg,0.4373287856578827,1,Celeb-synthesis__FaceReenact__DaGAN__id10_id11_0006__3712bab8
Celeb-real__id50_0005__3870d23c/frame_000002.jpg,0.481184184551239,0,Celeb-real__id50_0005__3870d23c
Celeb-real__id22_0000__8dfd7fca/frame_000000.jpg,0.2493879348039627,0,Celeb-real__id22_0000__8dfd7fca
Celeb-real__id8_0006__adb013b8/frame_000019.jpg,0.33537212014198303,0,Celeb-real__id8_0006__adb013b8
Celeb-synthesis__TalkingFace__IP_LAP__id44_0004_test_id01822_jmFGgwXCuW0__ee97d12d/frame_000017.jpg,0.9753075838088989,1,Celeb-synthesis__TalkingFace__IP_LAP__id44_0004_test_id01822_jmFGgwXCuW0__ee97d12d
Celeb-real__id23_0008__8895b8e9/frame_000000.jpg,0.38705962896347046,0,Celeb-real__id23_0008__8895b8e9
YouTube-real__00204__52004e3b/frame_000007.jpg,0.5168311595916748,0,YouTube-real__00204__52004e3b
Celeb-real__id23_0008__8895b8e9/frame_000010.jpg,0.39207518100738525,0,Celeb-real__id23_0008__8895b8e9
YouTube-real__00205__7e19abde/frame_000003.jpg,0.13152046501636505,0,YouTube-real__00205__7e19abde
Celeb-synthesis__TalkingFace__IP_LAP__id44_0004_test_id01822_jmFGgwXCuW0__ee97d12d/frame_000006.jpg,0.842785656452179,1,Celeb-synthesis__TalkingFace__IP_LAP__id44_0004_test_id01822_jmFGgwXCuW0__ee97d12d
YouTube-real__00146__85d6bb79/frame_000019.jpg,0.24287937581539154,0,YouTube-real__00146__85d6bb79
Celeb-real__id19_0002__b05d205e/frame_000017.jpg,0.288158655166626,0,Celeb-real__id19_0002__b05d205e
Celeb-synthesis__TalkingFace__EDTalk__id10_0003_test_id05055_1lsf8QC-Lck__7890d8bb/frame_000017.jpg,0.9810246229171753,1,Celeb-synthesis__TalkingFace__EDTalk__id10_0003_test_id05055_1lsf8QC-Lck__7890d8bb
Celeb-synthesis__TalkingFace__EDTalk__id10_0003_test_id05055_1lsf8QC-Lck__7890d8bb/frame_000009.jpg,0.8968757390975952,1,Celeb-synthesis__TalkingFace__EDTalk__id10_0003_test_id05055_1lsf8QC-Lck__7890d8bb
YouTube-real__00064__25534500/frame_000002.jpg,0.17184801399707794,0,YouTube-real__00064__25534500
YouTube-real__00214__25dcc0b1/frame_000001.jpg,0.6270495653152466,0,YouTube-real__00214__25dcc0b1
Celeb-synthesis__FaceReenact__LIA__id1_id17_0006__8fc47d98/frame_000027.jpg,0.7387913465499878,1,Celeb-synthesis__FaceReenact__LIA__id1_id17_0006__8fc47d98
YouTube-real__00213__b52f3036/frame_000015.jpg,0.1788872629404068,0,YouTube-real__00213__b52f3036
Celeb-synthesis__FaceReenact__DaGAN__id52_id49_0006__6d570d42/frame_000027.jpg,0.364816278219223,1,Celeb-synthesis__FaceReenact__DaGAN__id52_id49_0006__6d570d42
Celeb-real__id19_0003__02a18478/frame_000026.jpg,0.6119449734687805,0,Celeb-real__id19_0003__02a18478
Celeb-synthesis__FaceReenact__LIA__id1_id17_0006__8fc47d98/frame_000023.jpg,0.5019984245300293,1,Celeb-synthesis__FaceReenact__LIA__id1_id17_0006__8fc47d98
YouTube-real__00033__e54bf5b0/frame_000013.jpg,0.4658021330833435,0,YouTube-real__00033__e54bf5b0
Celeb-synthesis__TalkingFace__AniTalker__id1_0003_test_id04478_sxTXohsFkM4__a2b04c0e/frame_000014.jpg,0.921075165271759,1,Celeb-synthesis__TalkingFace__AniTalker__id1_0003_test_id04478_sxTXohsFkM4__a2b04c0e
Celeb-synthesis__FaceSwap__SimSwap__id23_id31_0002__78b72662/frame_000015.jpg,0.1566062569618225,1,Celeb-synthesis__FaceSwap__SimSwap__id23_id31_0002__78b72662
YouTube-real__00099__65380240/frame_000007.jpg,0.32697954773902893,0,YouTube-real__00099__65380240
YouTube-real__00172__5894f923/frame_000013.jpg,0.37502923607826233,0,YouTube-real__00172__5894f923
YouTube-real__00055__e841059e/frame_000005.jpg,0.10314963757991791,0,YouTube-real__00055__e841059e
YouTube-real__00207__44d1e320/frame_000010.jpg,0.4453140199184418,0,YouTube-real__00207__44d1e320
YouTube-real__00064__25534500/frame_000027.jpg,0.24189922213554382,0,YouTube-real__00064__25534500
YouTube-real__00255__e1eeab9f/frame_000010.jpg,0.36160701513290405,0,YouTube-real__00255__e1eeab9f
Celeb-real__id10_0004__2f2a56d2/frame_000008.jpg,0.2165958136320114,0,Celeb-real__id10_0004__2f2a56d2
Celeb-real__id23_0002__ace021ef/frame_000017.jpg,0.18454739451408386,0,Celeb-real__id23_0002__ace021ef
YouTube-real__00055__e841059e/frame_000014.jpg,0.1353449672460556,0,YouTube-real__00055__e841059e
Celeb-synthesis__FaceReenact__HyperReenact__id22_id23_0001__6311249c/frame_000016.jpg,0.6741536855697632,1,Celeb-synthesis__FaceReenact__HyperReenact__id22_id23_0001__6311249c
Celeb-synthesis__TalkingFace__EchoMimic__id24_0009_test_id01000_f-mjLyC1-4g__3e1aa409/frame_000010.jpg,0.10626418888568878,1,Celeb-synthesis__TalkingFace__EchoMimic__id24_0009_test_id01000_f-mjLyC1-4g__3e1aa409
Celeb-synthesis__FaceReenact__LIA__id19_id20_0007__f00570e7/frame_000019.jpg,0.4789646863937378,1,Celeb-synthesis__FaceReenact__LIA__id19_id20_0007__f00570e7
Celeb-synthesis__TalkingFace__AniTalker__id8_0002_test_id00817_EPPT9urr8Ew__fb7a52bb/frame_000006.jpg,0.9755800366401672,1,Celeb-synthesis__TalkingFace__AniTalker__id8_0002_test_id00817_EPPT9urr8Ew__fb7a52bb
Celeb-real__id24_0003__a477989b/frame_000011.jpg,0.2964530289173126,0,Celeb-real__id24_0003__a477989b
Celeb-real__id54_0001__342a1698/frame_000030.jpg,0.1294938176870346,0,Celeb-real__id54_0001__342a1698
Celeb-synthesis__FaceSwap__GHOST__id24_id23_0009__2bd974c6/frame_000015.jpg,0.28312602639198303,1,Celeb-synthesis__FaceSwap__GHOST__id24_id23_0009__2bd974c6
Celeb-synthesis__FaceReenact__MCNET__id54_id53_0001__49ea4084/frame_000026.jpg,0.6993920803070068,1,Celeb-synthesis__FaceReenact__MCNET__id54_id53_0001__49ea4084
Celeb-synthesis__FaceSwap__SimSwap__id23_id0_0003__edbd5e74/frame_000007.jpg,0.19913308322429657,1,Celeb-synthesis__FaceSwap__SimSwap__id23_id0_0003__edbd5e74
Celeb-synthesis__TalkingFace__EDTalk__id24_0000_test_id00866_0OxT7uyV-vU__9aa8a0a4/frame_000010.jpg,0.8707442283630371,1,Celeb-synthesis__TalkingFace__EDTalk__id24_0000_test_id00866_0OxT7uyV-vU__9aa8a0a4
Celeb-synthesis__FaceReenact__LIA__id19_id23_0004__128b77dc/frame_000005.jpg,0.2032163143157959,1,Celeb-synthesis__FaceReenact__LIA__id19_id23_0004__128b77dc
YouTube-real__00134__d5e585d9/frame_000001.jpg,0.45866623520851135,0,YouTube-real__00134__d5e585d9
Celeb-real__id10_0002__6a16be4b/frame_000014.jpg,0.19391225278377533,0,Celeb-real__id10_0002__6a16be4b
Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a/frame_000013.jpg,0.2014082968235016,1,Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a
YouTube-real__00134__d5e585d9/frame_000008.jpg,0.4473435580730438,0,YouTube-real__00134__d5e585d9
Celeb-synthesis__TalkingFace__FLOAT__id52_0001_test_id08374_FW6ALFdkBfk__5bcde2e2/frame_000013.jpg,0.15377387404441833,1,Celeb-synthesis__TalkingFace__FLOAT__id52_0001_test_id08374_FW6ALFdkBfk__5bcde2e2
Celeb-synthesis__FaceReenact__DaGAN__id54_id52_0005__a1af17ca/frame_000026.jpg,0.33518460392951965,1,Celeb-synthesis__FaceReenact__DaGAN__id54_id52_0005__a1af17ca
Celeb-synthesis__FaceReenact__MCNET__id23_id35_0006__7782fba1/frame_000025.jpg,0.5232037901878357,1,Celeb-synthesis__FaceReenact__MCNET__id23_id35_0006__7782fba1
Celeb-synthesis__FaceReenact__LIA__id1_id17_0006__8fc47d98/frame_000030.jpg,0.38168957829475403,1,Celeb-synthesis__FaceReenact__LIA__id1_id17_0006__8fc47d98
Celeb-real__id8_0000__bed3475b/frame_000029.jpg,0.40462255477905273,0,Celeb-real__id8_0000__bed3475b
YouTube-real__00286__8f69328e/frame_000029.jpg,0.37370556592941284,0,YouTube-real__00286__8f69328e
YouTube-real__00206__5a5fdf70/frame_000016.jpg,0.42448580265045166,0,YouTube-real__00206__5a5fdf70
YouTube-real__00147__320f9c80/frame_000030.jpg,0.5377036333084106,0,YouTube-real__00147__320f9c80
YouTube-real__00050__d005a88f/frame_000003.jpg,0.204916849732399,0,YouTube-real__00050__d005a88f
YouTube-real__00203__13a46be8/frame_000003.jpg,0.4582969546318054,0,YouTube-real__00203__13a46be8
Celeb-synthesis__FaceSwap__InSwapper__id1_id31_0006__3fbaaa15/frame_000008.jpg,0.11997784674167633,1,Celeb-synthesis__FaceSwap__InSwapper__id1_id31_0006__3fbaaa15
Celeb-synthesis__FaceReenact__MCNET__id41_id47_0001__446dc896/frame_000023.jpg,0.6567664742469788,1,Celeb-synthesis__FaceReenact__MCNET__id41_id47_0001__446dc896
YouTube-real__00016__8a41b01a/frame_000020.jpg,0.3312201499938965,0,YouTube-real__00016__8a41b01a
Celeb-real__id23_0003__a72d5360/frame_000022.jpg,0.3192283511161804,0,Celeb-real__id23_0003__a72d5360
YouTube-real__00213__b52f3036/frame_000002.jpg,0.22424988448619843,0,YouTube-real__00213__b52f3036
Celeb-real__id19_0002__b05d205e/frame_000003.jpg,0.33120864629745483,0,Celeb-real__id19_0002__b05d205e
Celeb-real__id22_0000__8dfd7fca/frame_000007.jpg,0.22172221541404724,0,Celeb-real__id22_0000__8dfd7fca
YouTube-real__00099__65380240/frame_000026.jpg,0.4335205852985382,0,YouTube-real__00099__65380240
Celeb-synthesis__FaceSwap__HifiFace__id52_id53_0008__8619ea75/frame_000013.jpg,0.30994871258735657,1,Celeb-synthesis__FaceSwap__HifiFace__id52_id53_0008__8619ea75
Celeb-synthesis__FaceSwap__UniFace__id19_id26_0002__4c8417c3/frame_000002.jpg,0.368353009223938,1,Celeb-synthesis__FaceSwap__UniFace__id19_id26_0002__4c8417c3
Celeb-real__id10_0000__9273e8bc/frame_000012.jpg,0.09522572159767151,0,Celeb-real__id10_0000__9273e8bc
Celeb-synthesis__TalkingFace__AniTalker__id8_0002_test_id00817_EPPT9urr8Ew__fb7a52bb/frame_000030.jpg,0.8860756158828735,1,Celeb-synthesis__TalkingFace__AniTalker__id8_0002_test_id00817_EPPT9urr8Ew__fb7a52bb
Celeb-synthesis__FaceReenact__MCNET__id44_id46_0002__55fffb16/frame_000009.jpg,0.8385518193244934,1,Celeb-synthesis__FaceReenact__MCNET__id44_id46_0002__55fffb16
YouTube-real__00204__52004e3b/frame_000026.jpg,0.6105112433433533,0,YouTube-real__00204__52004e3b
YouTube-real__00269__8f759e63/frame_000022.jpg,0.4328605830669403,0,YouTube-real__00269__8f759e63
Celeb-real__id10_0006__556711a5/frame_000008.jpg,0.3437986969947815,0,Celeb-real__id10_0006__556711a5
Celeb-real__id1_0008__b5428fba/frame_000008.jpg,0.2740463614463806,0,Celeb-real__id1_0008__b5428fba
Celeb-synthesis__FaceSwap__UniFace__id23_id24_0009__e3961dbf/frame_000026.jpg,0.2860540747642517,1,Celeb-synthesis__FaceSwap__UniFace__id23_id24_0009__e3961dbf
YouTube-real__00147__320f9c80/frame_000028.jpg,0.5424644351005554,0,YouTube-real__00147__320f9c80
Celeb-synthesis__FaceSwap__MobileFaceSwap__id1_id4_0007__3ef84e70/frame_000017.jpg,0.3986702859401703,1,Celeb-synthesis__FaceSwap__MobileFaceSwap__id1_id4_0007__3ef84e70
Celeb-synthesis__FaceReenact__HyperReenact__id22_id23_0001__6311249c/frame_000004.jpg,0.16653135418891907,1,Celeb-synthesis__FaceReenact__HyperReenact__id22_id23_0001__6311249c
YouTube-real__00006__11c15a14/frame_000009.jpg,0.4591439962387085,0,YouTube-real__00006__11c15a14
YouTube-real__00172__5894f923/frame_000027.jpg,0.269368976354599,0,YouTube-real__00172__5894f923
Celeb-synthesis__TalkingFace__EDTalk__id24_0002_test_id01228_SJQOZPMPSSg__56304908/frame_000021.jpg,0.34636664390563965,1,Celeb-synthesis__TalkingFace__EDTalk__id24_0002_test_id01228_SJQOZPMPSSg__56304908
Celeb-synthesis__TalkingFace__SadTalker__id52_0001_test_id05999_nDjFzNd5qNQ__09ca3e40/frame_000024.jpg,0.0502217561006546,1,Celeb-synthesis__TalkingFace__SadTalker__id52_0001_test_id05999_nDjFzNd5qNQ__09ca3e40
Celeb-synthesis__FaceReenact__FSRT__id50_id56_0007__1fcbdab6/frame_000027.jpg,0.907286524772644,1,Celeb-synthesis__FaceReenact__FSRT__id50_id56_0007__1fcbdab6
Celeb-real__id19_0002__b05d205e/frame_000030.jpg,0.25816187262535095,0,Celeb-real__id19_0002__b05d205e
Celeb-real__id19_0007__a1e0f6a6/frame_000004.jpg,0.1591932475566864,0,Celeb-real__id19_0007__a1e0f6a6
YouTube-real__00286__8f69328e/frame_000031.jpg,0.39316174387931824,0,YouTube-real__00286__8f69328e
YouTube-real__00033__e54bf5b0/frame_000023.jpg,0.46908676624298096,0,YouTube-real__00033__e54bf5b0
Celeb-synthesis__FaceReenact__FSRT__id54_id56_0002__3a49963f/frame_000012.jpg,0.7300640344619751,1,Celeb-synthesis__FaceReenact__FSRT__id54_id56_0002__3a49963f
YouTube-real__00188__1dfcd8c6/frame_000021.jpg,0.31694844365119934,0,YouTube-real__00188__1dfcd8c6
Celeb-synthesis__FaceReenact__FSRT__id50_id56_0007__1fcbdab6/frame_000014.jpg,0.9644357562065125,1,Celeb-synthesis__FaceReenact__FSRT__id50_id56_0007__1fcbdab6
Celeb-real__id50_0004__81ceaea0/frame_000021.jpg,0.36626777052879333,0,Celeb-real__id50_0004__81ceaea0
Celeb-real__id50_0002__47f9542c/frame_000022.jpg,0.26555222272872925,0,Celeb-real__id50_0002__47f9542c
YouTube-real__00188__1dfcd8c6/frame_000001.jpg,0.33305588364601135,0,YouTube-real__00188__1dfcd8c6
Celeb-synthesis__FaceReenact__MCNET__id44_id46_0002__55fffb16/frame_000015.jpg,0.9543994665145874,1,Celeb-synthesis__FaceReenact__MCNET__id44_id46_0002__55fffb16
Celeb-synthesis__TalkingFace__EchoMimic__id1_0000_test_id04862_NPOoEt--t_g__a7ce9fe6/frame_000029.jpg,0.24375005066394806,1,Celeb-synthesis__TalkingFace__EchoMimic__id1_0000_test_id04862_NPOoEt--t_g__a7ce9fe6
Celeb-real__id19_0000__795a8811/frame_000022.jpg,0.2766493856906891,0,Celeb-real__id19_0000__795a8811
Celeb-synthesis__FaceReenact__DaGAN__id10_id11_0006__3712bab8/frame_000031.jpg,0.17997683584690094,1,Celeb-synthesis__FaceReenact__DaGAN__id10_id11_0006__3712bab8
Celeb-synthesis__FaceReenact__DaGAN__id54_id52_0005__a1af17ca/frame_000010.jpg,0.42026737332344055,1,Celeb-synthesis__FaceReenact__DaGAN__id54_id52_0005__a1af17ca
Celeb-real__id41_0007__0653214a/frame_000031.jpg,0.36181193590164185,0,Celeb-real__id41_0007__0653214a
