video_id,label,split,manipulation_family,manipulation_type,n_face_frames,video_score_mode,detector_score,detector_pred,dominant_emotion,mean_valence,std_valence,mean_arousal,std_arousal,max_arousal,emotion_entropy,transition_rate,arousal_variation,neutral_ratio,mean_score_affection,mean_score_amusement,mean_score_anger,mean_score_astonishment_surprise,mean_score_awe,mean_score_bitterness,mean_score_concentration,mean_score_confusion,mean_score_contemplation,mean_score_contempt,mean_score_contentment,mean_score_disappointment,mean_score_disgust,mean_score_distress,mean_score_doubt,mean_score_elation,mean_score_embarrassment,mean_score_emotional_numbness,mean_score_fatigue_exhaustion,mean_score_fear,mean_score_helplessness,mean_score_hope_enthusiasm_optimism,mean_score_impatience_and_irritability,mean_score_infatuation,mean_score_interest,mean_score_intoxication_altered_states_of_consciousness,mean_score_jealousy_&_envy,mean_score_longing,mean_score_malevolence_malice,mean_score_pain,mean_score_pleasure_ecstasy,mean_score_pride,mean_score_relief,mean_score_sadness,mean_score_sexual_lust,mean_score_shame,mean_score_sourness,mean_score_teasing,mean_score_thankfulness_gratitude,mean_score_triumph,y,identity
Celeb-real__id11_0003__52787b89,real,train,,Celeb-real,53,mean,0.9639230494229298,1,elation,0.0964114823339363,0.1538719777966035,0.4086543386319674,0.0501445950293347,0.4922467585016917,1.1742883411876777,0.4615384615384615,0.0509839743242167,0.1132075471698113,0.7500951672500035,2.6609709004186235,1.7528218345822029,2.405284771379435,1.0630770561830052,1.110333892534364,-0.7967675075216113,1.256664271624583,-0.1305766409298159,1.8127403799092996,2.4952717007331127,0.7288619482292319,1.1784187802728616,0.102170097378065,0.748427744462805,3.200174968197661,2.4328669759462462,-0.5801859779529414,-0.189941867342535,1.0514124778081786,-0.0797255286630594,0.2112130680174198,1.55867252597269,1.2450236048338548,2.914032130871179,0.6113947877344096,0.8958402635916224,0.4352674675437639,0.0907926536955923,0.8182826559498625,0.8178235191219257,-0.6226685092134295,0.1280124468623467,0.2075234078011422,1.501759184981292,-0.1140997949636207,-0.3230646128924387,1.0891896306343798,2.0696127482180326,-1.0157591858000126,0,id11
Celeb-real__id11_0007__e727fe81,real,train,,Celeb-real,54,mean,0.8397507071495056,1,elation,0.356601778589405,0.0862982743048617,0.4282595399907364,0.0301577311895888,0.4980432792941034,0.4318453619566708,0.1509433962264151,0.0243955417028216,0.0185185185185185,1.983331521352132,4.937400292467188,1.3337461815940008,2.48251959571132,0.9506062136756048,0.3906674351957109,-1.8605661083150795,0.8381075958410898,-1.723512902855873,1.3505263284400657,3.626176527252904,0.0790190012366683,0.791831295799326,-1.092297490272257,0.0565514858398172,5.250618440133554,2.4322451927043773,-0.728909792309558,-0.6273335715134939,0.7186669563805616,-0.5276894282411646,1.1387948780148118,0.2188349542794404,1.4613350673958108,2.672174726371412,0.8996636459120998,0.5066523143538723,0.2693319077844973,0.0164023670885298,0.6616684507440638,2.1230228631584733,-0.3437681363688575,0.7770603950376864,-0.1954590358116008,2.0770046755119607,-0.2142794132232666,-0.4018868263121004,1.317424131764306,3.6214919266877352,-0.568976405594084,0,id11
Celeb-real__id12_0001__49a98782,real,train,,Celeb-real,67,mean,0.6681234364522927,1,contentment,0.1234774096887571,0.1226074256228674,0.3636558224258532,0.0489848086590655,0.4392181511513523,1.270716252512138,0.6363636363636364,0.0479619760192294,0.4776119402985074,0.5762766822060542,1.3947510434620416,1.979094617402376,2.6545390798084774,1.3214596243047003,-0.0497214064669253,-0.4678280269032094,1.2326477961753732,0.2673033257918571,0.7417661716688925,2.8694618175278848,1.753281888677113,0.3943757405921594,0.0934949060206982,0.1032598196570553,2.195303760357757,1.4459838671470755,0.4081592470018276,0.4708273468622521,1.4657230377197266,-0.1099648698052363,1.1220098475911724,0.7486428075761937,0.1974277798809222,2.44070156652536,0.657412582368993,0.1017406929784746,0.3409903609930579,-0.2207649341270105,0.7044099569320679,1.2128827580765111,-0.4377130821569642,0.4846809799991436,0.276945718188784,1.2401937993604746,-0.2789830013887206,-0.572899251731474,0.5599662794995663,0.8314063139815828,-0.4650959763953934,0,id12
Celeb-real__id12_0006__637d998d,real,train,,Celeb-real,52,mean,0.971086687193467,1,astonishment_surprise,0.2668403841559803,0.1671658759155785,0.4368022345841674,0.0413370062945878,0.5697535150358221,1.139587200443933,0.5490196078431373,0.0391973941671261,0.2115384615384615,0.8172443176691349,2.645393770474654,1.822981880261348,2.873970655294565,1.5401409749801342,-0.0964751816712893,-0.910416709115872,0.8012447150853964,-1.4917641906784131,0.8498645997964419,3.248646091956359,0.704730960038992,0.7305237639408845,-1.1460783126262517,-0.8121748891874001,3.5279918083777795,0.905586423782202,0.2761900144844101,0.167410481434602,1.4369655629763236,-0.6492742059322504,1.4870751339655657,0.4803318874194072,0.376368190233524,1.8700303372282248,0.8636427384156448,-0.0045705357423195,0.0620629730132909,-0.146280268063912,0.6074391534695258,2.315492249452151,0.2246084347940408,0.664091564141787,-0.1925799090128678,1.7197970404074745,-0.4616286903619766,-0.6482469290494919,0.7382399588823318,1.082237264284721,0.0628825282821288,0,id12
Celeb-real__id13_0008__0323fc47,real,train,,Celeb-real,77,mean,0.8334389966610191,1,astonishment_surprise,0.2371615695610681,0.1346360250788268,0.4892670055560324,0.0366388983525819,0.5656650562269148,1.1767751306201322,0.4605263157894737,0.0334569144863761,0.0909090909090909,0.1672793069443145,2.0172854584532898,1.6743434218617228,3.376145791697812,2.5990055412441104,0.5568799779012605,-0.9912723473140173,0.8976648473120356,-1.0159878672717453,1.4693283988283825,2.24223932352933,0.0956913991407914,1.0376037250865588,-1.3087249276312916,-0.373335844704083,3.2882477106986108,0.5097795074636285,-0.5358319560719,-0.2452006254877363,1.5426073182712905,-0.6493232157323268,1.2426416308848889,0.5412459985002295,1.8865335390165252,2.544953624149421,0.9256902453187223,0.6608204415866307,0.3759999298430108,0.5256674661264791,0.1943161595951427,2.252058475048511,-0.4170542945722481,0.2374490886539607,-0.1723681626381812,2.6300701073237827,-0.247864627992952,-0.518648119328858,1.2036193802759243,1.397887855381161,0.1675715570325975,0,id13
Celeb-real__id13_0011__dee78c96,real,train,,Celeb-real,78,mean,0.998924339428926,1,contentment,0.2733923051159554,0.1660767617388715,0.4599958290123459,0.041727440920169,0.5275843141784315,1.2157232342424802,0.4415584415584415,0.0319729296965687,0.3461538461538461,1.141629389845408,1.7997852563858032,2.0294652306116543,2.5268103801287136,1.4830007293285468,0.0005680551895728,-1.0027537529285138,8.120215856111966e-05,-0.9039459450122638,1.081241364662464,3.2849706426644936,0.1251878310472537,0.6051928408634968,-1.4279105743536582,-0.9846271843864368,2.920357400026077,0.2013519681417025,-0.2351426770433019,0.0638722888170144,0.9762471738534096,-0.7736648336434976,1.0793838088329022,0.9626737290467972,1.5199368512019134,1.539764527326975,0.679758567076463,0.2098705592827919,0.2969406766769213,0.0745207667350769,0.4868700519586221,1.970194132664265,-0.3482504662794944,0.3761937335515634,-0.3574895255076579,2.617556868455349,-0.5547774243049133,-0.6140579764659588,1.0543131232261658,1.1408458963418615,0.0933069239060084,0,id13
Celeb-real__id13_0012__14e6d503,real,train,,Celeb-real,85,mean,0.99723078363082,1,astonishment_surprise,0.1858839764023448,0.2072945279215444,0.4483280383594774,0.0276579638473735,0.5135418129730664,1.3746066884502028,0.4047619047619047,0.0232584166030969,0.2,-0.0151839414063621,1.0360309278263766,2.009630170990439,2.7099999946706435,1.942941592721378,0.4336505055427551,-0.6926015685586369,-0.0955834823496201,-0.7525049707468818,1.0306855524287504,2.9426965657402486,-0.0717063679414636,0.6035247662488152,-1.318091441603268,-0.9424209825256292,2.3213197273366597,0.0722421723253586,0.1296143746989614,0.2642056843813727,1.414130760641659,-0.11497603374369,1.6137951815829557,1.2013119031401245,1.1178260326385498,0.8458286453695858,1.0116497102905722,0.3139101750710431,0.2972066654878504,0.3287883148473852,0.5552763574263628,2.3583095284069286,-0.3214124856626286,0.4809018513735603,-0.2544778010424445,2.582751048312468,-0.2712628546883078,-0.6028879305895637,0.8858234591343823,0.9576384249855492,0.059323400960249,0,id13
Celeb-real__id13_0014__ef3369c4,real,train,,Celeb-real,65,mean,0.7508060882011285,1,elation,0.2168687359577226,0.1529484326866578,0.5143950813134661,0.0373609465006562,0.5644593132389648,1.0608868450495883,0.421875,0.0215681323143492,0.0307692307692307,0.3420022620604588,2.224796748161316,2.0339743320758528,2.9615472023303693,1.853407861636235,0.3051914444336524,-1.013858374265524,0.6328478932380677,-1.5466730191157414,1.5501119980445277,2.3199052480550915,0.0056643816140981,0.9061356911292444,-1.2395197992141431,-0.8617097267737756,3.630946687551645,0.2919195441099314,-0.2885233319722689,-0.094448880965893,1.297183017547314,-0.7060111889472375,0.6956847961132343,1.1655318526121283,1.7249519439843986,0.6521346261868111,0.8190596617185153,0.5688515067100525,0.0242381591063279,0.279256049486307,0.2191524964112501,2.1713661615665143,-0.4367667697943174,0.1501509382174565,-0.4475485544938307,3.031864621089055,-0.6429863324532142,-0.6080087661743164,1.1599050017503592,0.7473472723594079,0.1902389576801887,0,id13
Celeb-real__id16_0001__6c969226,real,train,,Celeb-real,53,mean,0.963427984349008,1,contentment,0.0456935477566826,0.1046725269478204,0.3544891373954925,0.0625913500224017,0.4598560048759113,0.8063458234080809,0.3269230769230769,0.0577972876853291,0.7735849056603774,-0.0075508266125085,1.0643408545907938,2.041500797811544,1.90879399371597,0.7148392627824027,0.0530486196841833,-0.2867725817662365,1.09761961338655,-0.2078946429603504,1.1972642259777715,3.0373909518403828,0.6417448588137357,0.999722309832303,-1.0110017882203155,0.0079147935194789,1.4910271640093822,1.7982689277181083,0.5463558621001694,0.3306647831538938,0.5010100996719217,-0.2884518819035224,0.6884702342861103,1.7552419091170688,-0.4307961104051122,0.6788066766172085,0.473615419189885,0.5384783497396505,-0.0799630666678806,0.1244406047857032,0.8693037527912068,1.0504049242667433,-0.6470636309317823,0.591352106265302,-0.3622830498893306,0.7879210193202181,-0.2584535457053274,-0.4008760868378405,0.8901929619177332,1.118442744578955,-0.4638273434818916,0,id16
Celeb-real__id16_0002__b8fb1d0e,real,train,,Celeb-real,61,mean,0.9097958475839896,1,contentment,0.1579706679367531,0.0826935375532157,0.4296557503401569,0.0360010919871351,0.5121274156172515,0.9675157373719514,0.4666666666666667,0.0355592404345767,0.4754098360655737,0.5521634138021313,2.232806948364758,2.0798044790987107,2.012494976403284,0.7109300777560374,0.1041398527192287,-0.3207423178876032,1.024228636358605,-0.5697115796511291,1.2346184859510327,2.8324833404822427,0.3739423439150951,0.9139740984947956,-1.2765101106440435,0.1911227533318957,2.677664217401724,1.475219888765304,0.2478087483065538,-0.1271266424265064,0.4704787819111933,-0.6839639827853343,0.925980697889797,1.825629928072945,-0.1498027873820946,1.6231470596594888,0.4562935037691085,0.6406309086768354,-0.0509135508146442,0.1803827119655296,0.7259719938528343,1.2705954958180912,-0.2528735184278644,0.3915136818025932,-0.5009109573286088,1.1161110342526046,-0.3888211944064156,-0.4484904359598629,1.1064661096354,1.317726430345754,-0.1402657129725472,0,id16
Celeb-real__id16_0004__f6ba18ad,real,train,,Celeb-real,69,mean,0.9817159911212714,1,contentment,0.0105278136271068,0.1972311524062227,0.3854193032167738,0.0687932951546405,0.5630638852178129,1.8123991067624208,0.5147058823529411,0.0572279655034227,0.2753623188405797,0.2265601171099621,1.212790845096975,1.8790762303532036,2.062101721763611,0.7024110486541969,-0.0304629120273866,-0.1851919207020082,1.4377103076464888,0.3056858479976654,0.7798003321108611,2.0852717558542886,0.9943328923073368,1.03872972899589,-0.7205783099583958,0.1203460335407568,1.3137493651846182,2.104166485261226,0.2426840154913024,0.2992589871088664,0.9608762929404993,-0.2154981450758118,0.303715169429779,1.272638916969299,0.5472150730050128,1.4028388976618864,0.3807364408520685,0.8892206877901934,0.0989401616911957,-0.0323057295619577,0.9572891446127408,0.5051974628282629,-0.8856512763793918,0.4303706867107447,-0.3786388160525888,1.4256215700204822,-0.3771260121594305,-0.5233636204747186,0.984914433265078,0.9781746985255808,-0.4235489696696184,0,id16
Celeb-real__id16_0006__ab3169fd,real,train,,Celeb-real,38,mean,0.9935310828058344,1,elation,0.2235233522100376,0.0702745430221088,0.4771945647439549,0.0301404532481031,0.5257530291413341,1.0392788628218126,0.4864864864864865,0.0296694843860357,0.1842105263157894,0.7433216783561205,3.0651812678889225,2.7046961752991927,2.406585116135447,0.8909098411861219,-0.1991299610388906,-0.568223984617936,0.6091228896065762,-1.2168192392901371,1.026379600951546,3.1177625844353125,0.0180249276914094,0.827135261736418,-1.568426268665414,-0.271960634542139,3.455174235921157,1.3368726498202277,0.184949250058516,-0.4415859972175799,0.6115332465422781,-0.8486941911672291,1.0339313902352985,2.1122740491440424,0.7358380148285314,1.120618298649788,0.6389152219420985,0.4973826251531902,0.067624923429991,0.0095228866526955,0.7003407635186848,1.544746264031059,-0.8297150633052776,0.2395905475867422,-0.717805559697904,2.2420424662138285,-0.575764138447611,-0.6834279737974468,1.2631791453612478,1.7870036991018998,-0.4147277254807321,0,id16
Celeb-real__id16_0012__e75472a5,real,train,,Celeb-real,52,mean,0.996750335280712,1,contentment,0.0181809111867964,0.0768074519512887,0.3580178196331607,0.046460905874547,0.4894617776030592,1.1776221634288913,0.4509803921568627,0.0338387316754742,0.5769230769230769,1.1921067908406258,0.9878220626941094,2.44687610406142,2.157700912310527,0.691453945178252,0.5109094633505895,-0.0845650938841012,1.4337479174137115,0.5473647518799856,1.0624855275337513,2.9027710121411543,1.3476037153830895,1.4355112532010446,-0.3871084321290254,0.9118421207397028,0.7273145386805902,1.3066541747404978,0.0227434732951223,-0.2497916634266193,1.089850325997059,-0.1511594366568785,0.4274008847199954,1.8932206630706787,1.257993044761511,1.3910708599365675,0.5984382595007236,0.9072882613310448,0.3711450226031817,-0.1102686570240901,1.064468129323079,0.0427228040420092,-1.428608897786874,0.2528875596248187,-0.2438535105723601,1.536720477617704,-0.2894538881687017,-0.253122580739168,0.6854225660745914,2.6408723501058726,-1.2414063215255735,0,id16
Celeb-real__id16_0013__2d0c3b72,real,train,,Celeb-real,52,mean,0.9885832013992164,1,contentment,-0.2431100954410769,0.072439829748872,0.336688548549377,0.0512478895997348,0.4109209447035053,0.9877872123540934,0.3137254901960784,0.0454942165933276,0.5,-0.7083520751733047,-0.4023608404856462,2.732893079519272,1.147551233951862,0.2622437179088592,0.9717858674434516,0.0125668725142112,1.439511192532686,0.1885343555074471,2.3537026162330923,2.778259747303449,0.8326366795943334,1.723678891475384,-0.7310454044491053,0.7256672339370618,0.051434950186656,2.133247579519565,0.4027506708740614,0.1824894501612736,0.6032693936274602,-0.0295848817779467,-0.3702304088152371,2.2557609356366672,0.1687806030878653,0.5734284732204217,0.322017741891054,1.6815773592545435,0.003177809027525,0.652756848014318,1.104837559736692,-0.5610087880721459,-1.4193817101992094,-0.1417710540386346,-0.3245850480519808,1.607825251726004,-0.2398347063706471,-0.0302622344058293,0.6276430390202082,0.5565079221358666,-0.9292277338413092,0,id16
Celeb-real__id17_0000__0521aab4,real,train,,Celeb-real,51,mean,0.5552656003365329,1,contentment,0.1719700200541683,0.0537924040039235,0.3886288580408106,0.0248204603261573,0.4428538026929821,0.6774944044467073,0.52,0.0239247427061337,0.5882352941176471,1.7062857151031494,2.7552675452886843,1.93836564877454,1.3718328569449632,0.6223682539135802,1.0478656303648854,-0.1184936189184001,0.2723218155842201,0.3094551417173123,0.982341350293627,2.798805973109077,0.8674446297626869,1.1576385579857171,-1.6045671058636086,0.3494713655581661,2.3381163606456683,1.574709616455377,-0.1875624296200626,0.0260336597760518,0.5218892950637668,-0.8094127365187103,0.3693756215712603,1.7569847691292857,0.9581534558651494,1.9349519201353484,0.5438203577901802,0.7662705849198734,0.2356546965299868,0.2473573450948678,0.7705357752594293,0.9956054827746224,0.5856615804574069,0.7448324081944484,-0.3381807862543592,1.8904734242196175,-0.3336694906739628,-0.1221942673711215,0.8969332680982702,1.674648740712334,0.1704130014952491,0,id17
