video_id,label,split,manipulation_family,detector_score
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.8617567420005798
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.8384010791778564
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.8848919868469238
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9801667332649231
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.8285401463508606
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9345692992210388
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9754695296287537
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9337659478187561
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.99009108543396
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9407017230987549
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9701359272003174
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.8806529641151428
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.7063174843788147
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9761378169059753
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9765104055404663
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9829052686691284
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9709513783454895
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9450241327285767
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9709444046020508
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9925169348716736
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.8351770043373108
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.7436534762382507
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9543263912200928
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9050349593162537
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9403777718544006
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9813771843910217
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9896335601806641
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9572672843933105
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9942936301231384
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.7479751110076904
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9540668725967407
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.8691152334213257
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9240952730178833
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9173519015312195
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9663360714912415
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9773829579353333
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9857355952262878
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.8132847547531128
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.972633421421051
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9275532364845276
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9794577360153198
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9581760168075562
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.8492749333381653
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.8470178246498108
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9630336761474609
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9863796830177307
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9846257567405701
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.8483278751373291
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9018715023994446
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.8352834582328796
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9435946941375732
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9819096326828003
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9904764890670776
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9681724309921265
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9557307958602905
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9608551859855652
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9897602200508118
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9745125770568848
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.988732099533081
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.946185290813446
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,train,TalkingFace,0.9814655780792236
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6539567708969116
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6195690631866455
Celeb-real__id50_0005__3870d23c,real,test,nan,0.8058145642280579
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7180507183074951
Celeb-real__id50_0005__3870d23c,real,test,nan,0.9105547666549683
Celeb-real__id50_0005__3870d23c,real,test,nan,0.8251798152923584
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7877214550971985
Celeb-real__id50_0005__3870d23c,real,test,nan,0.9433668851852417
Celeb-real__id50_0005__3870d23c,real,test,nan,0.9837850332260132
Celeb-real__id50_0005__3870d23c,real,test,nan,0.8051497340202332
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7972623705863953
Celeb-real__id50_0005__3870d23c,real,test,nan,0.8164070248603821
Celeb-real__id50_0005__3870d23c,real,test,nan,0.5575291514396667
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7033881545066833
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7273452877998352
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7938001155853271
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7873234152793884
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7529811859130859
Celeb-real__id50_0005__3870d23c,real,test,nan,0.8163236379623413
Celeb-real__id50_0005__3870d23c,real,test,nan,0.9263368248939514
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6914768815040588
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6184260249137878
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6835435628890991
Celeb-real__id50_0005__3870d23c,real,test,nan,0.8693790435791016
Celeb-real__id50_0005__3870d23c,real,test,nan,0.649340808391571
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6026274561882019
Celeb-real__id50_0005__3870d23c,real,test,nan,0.4045259952545166
Celeb-real__id50_0005__3870d23c,real,test,nan,0.5995749235153198
Celeb-real__id50_0005__3870d23c,real,test,nan,0.5530637502670288
Celeb-real__id50_0005__3870d23c,real,test,nan,0.5588381290435791
Celeb-real__id50_0005__3870d23c,real,test,nan,0.8082165718078613
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7209705710411072
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7221890091896057
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6691910028457642
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7096912860870361
Celeb-real__id50_0005__3870d23c,real,test,nan,0.797228217124939
Celeb-real__id50_0005__3870d23c,real,test,nan,0.538500964641571
Celeb-real__id50_0005__3870d23c,real,test,nan,0.9463183879852295
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7096104621887207
Celeb-real__id50_0005__3870d23c,real,test,nan,0.8579590320587158
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6416274905204773
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7589069604873657
Celeb-real__id50_0005__3870d23c,real,test,nan,0.661525547504425
Celeb-real__id50_0005__3870d23c,real,test,nan,0.8102282881736755
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6490944623947144
Celeb-real__id50_0005__3870d23c,real,test,nan,0.38092344999313354
Celeb-real__id50_0005__3870d23c,real,test,nan,0.5094552040100098
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6562815308570862
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6930644512176514
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7418290972709656
Celeb-real__id50_0005__3870d23c,real,test,nan,0.4998893737792969
Celeb-real__id50_0005__3870d23c,real,test,nan,0.5560733079910278
Celeb-real__id50_0005__3870d23c,real,test,nan,0.5439845323562622
Celeb-real__id50_0005__3870d23c,real,test,nan,0.4956059157848358
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6666733026504517
Celeb-real__id50_0005__3870d23c,real,test,nan,0.5200346112251282
Celeb-real__id50_0005__3870d23c,real,test,nan,0.5457767248153687
Celeb-real__id50_0005__3870d23c,real,test,nan,0.4678211510181427
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6857994794845581
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7701292037963867
Celeb-real__id50_0005__3870d23c,real,test,nan,0.5529360771179199
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6532607078552246
Celeb-real__id50_0005__3870d23c,real,test,nan,0.5225279927253723
Celeb-real__id50_0005__3870d23c,real,test,nan,0.8899991512298584
Celeb-real__id50_0005__3870d23c,real,test,nan,0.5105198621749878
Celeb-real__id50_0005__3870d23c,real,test,nan,0.4983968436717987
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6078400015830994
Celeb-real__id50_0005__3870d23c,real,test,nan,0.37391212582588196
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6087482571601868
Celeb-real__id50_0005__3870d23c,real,test,nan,0.740293025970459
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6034057140350342
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6602127552032471
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7789660096168518
Celeb-real__id50_0005__3870d23c,real,test,nan,0.5526127219200134
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6998249888420105
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6879750490188599
Celeb-real__id50_0005__3870d23c,real,test,nan,0.8735610246658325
Celeb-real__id50_0005__3870d23c,real,test,nan,0.9343852400779724
Celeb-real__id50_0005__3870d23c,real,test,nan,0.6225150227546692
Celeb-real__id50_0005__3870d23c,real,test,nan,0.8415452241897583
Celeb-real__id50_0005__3870d23c,real,test,nan,0.7352402806282043
Celeb-real__id50_0005__3870d23c,real,test,nan,0.4974902272224426
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9666847586631775
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9783462882041931
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.8643348217010498
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9931604862213135
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9143627285957336
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.6562674641609192
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.8966538310050964
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9908275008201599
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9221502542495728
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9770943522453308
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.951036274433136
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9707415699958801
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9895989894866943
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9836850166320801
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9847500324249268
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9937029480934143
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.933212399482727
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9615718722343445
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9898953437805176
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9956631064414978
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9566389322280884
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9953972697257996
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9915606379508972
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.992219090461731
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9786413311958313
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9797316193580627
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9614467024803162
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9866978526115417
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.992272138595581
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9929378628730774
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9887738227844238
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9857107996940613
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9863080382347107
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9573268294334412
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9690819382667542
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.987630307674408
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9919847846031189
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9915423393249512
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9656854271888733
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9907754063606262
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9852809309959412
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9904046058654785
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.990565299987793
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.993069589138031
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9686539173126221
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9887353777885437
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9640464782714844
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9487946033477783
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9753748774528503
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9742262363433838
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9905679821968079
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9923316240310669
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.9376580715179443
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.7143669128417969
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,fake,test,FaceReenact,0.8666859269142151
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.21997642517089844
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.9711312055587769
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.6773549318313599
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.3951350450515747
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.9473442435264587
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.8114033937454224
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.9071462154388428
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.8325587511062622
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.6137140393257141
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.23751208186149597
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.5004270672798157
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.11280061304569244
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.5439133644104004
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.8967229127883911
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.3797853887081146
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.35408473014831543
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.5583311319351196
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.7710607647895813
Celeb-real__id20_0001__5e2f4954,real,train,nan,0.385763555765152
