video_id,label,split,manipulation_family,detector_score,n_frames,detector_pred,y,video_score_mode
Celeb-synthesis__FaceReenact__TPSMM__id52_id54_0002__c83d81f2,fake,test,FaceReenact,0.8453814778842178,51,1,1,ucf_mean
Celeb-synthesis__FaceSwap__BlendFace__id21_id33_0007__531793ba,fake,val,FaceSwap,0.9775816989394853,53,1,1,ucf_mean
Celeb-synthesis__FaceSwap__BlendFace__id21_id38_0006__06b34f34,fake,val,FaceSwap,0.8940937881668408,60,1,1,ucf_mean
Celeb-synthesis__FaceSwap__BlendFace__id24_id19_0000__d3b9420c,fake,test,FaceSwap,0.9281808040579971,49,1,1,ucf_mean
Celeb-synthesis__FaceSwap__BlendFace__id30_id20_0008__a536219c,fake,train,FaceSwap,0.6122044326670198,83,1,1,ucf_mean
Celeb-synthesis__FaceSwap__BlendFace__id51_id58_0008__bd39a11f,fake,train,FaceSwap,0.9451338421357306,76,1,1,ucf_mean
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id16_id35_0000__308bc925,fake,train,FaceSwap,0.9767009942036755,53,1,1,ucf_mean
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id32_id21_0007__b22c1049,fake,val,FaceSwap,0.7960106699497669,77,1,1,ucf_mean
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id4_id2_0004__fa16c28c,fake,train,FaceSwap,0.7614204630104674,74,1,1,ucf_mean
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id50_id56_0000__d849d5e0,fake,train,FaceSwap,0.8354080605010191,48,1,1,ucf_mean
Celeb-synthesis__FaceSwap__GHOST__id21_id19_0007__eb61d230,fake,val,FaceSwap,0.8692803090473391,53,1,1,ucf_mean
Celeb-synthesis__FaceSwap__GHOST__id35_id20_0000__bbc66652,fake,train,FaceSwap,0.7964337842493523,82,1,1,ucf_mean
Celeb-synthesis__FaceSwap__GHOST__id4_id30_0005__1f287fb8,fake,train,FaceSwap,0.7790340918761033,78,1,1,ucf_mean
Celeb-synthesis__FaceSwap__GHOST__id51_id54_0005__3fccc74c,fake,train,FaceSwap,0.6759410572703928,64,1,1,ucf_mean
Celeb-synthesis__FaceSwap__HifiFace__id16_id35_0005__6c2073b4,fake,train,FaceSwap,0.8877791525988743,58,1,1,ucf_mean
Celeb-synthesis__FaceSwap__HifiFace__id26_id2_0005__34fde766,fake,train,FaceSwap,0.7119799545034766,56,1,1,ucf_mean
Celeb-synthesis__FaceSwap__HifiFace__id28_id29_0003__baa15d76,fake,train,FaceSwap,0.2948119732817368,56,0,1,ucf_mean
Celeb-synthesis__FaceSwap__HifiFace__id53_id58_0004__61dde1e5,fake,train,FaceSwap,0.8824555397033691,80,1,1,ucf_mean
Celeb-synthesis__FaceSwap__InSwapper__id28_id6_0001__c09bd86d,fake,train,FaceSwap,0.9082637461168426,56,1,1,ucf_mean
Celeb-synthesis__FaceSwap__InSwapper__id35_id38_0005__1ebdd57c,fake,train,FaceSwap,0.9130677509307862,50,1,1,ucf_mean
Celeb-synthesis__FaceSwap__InSwapper__id54_id52_0005__a2df8529,fake,test,FaceSwap,0.9815937333636814,45,1,1,ucf_mean
Celeb-synthesis__FaceSwap__InSwapper__id59_id60_0007__5f9d3568,fake,train,FaceSwap,0.9686330194984164,56,1,1,ucf_mean
Celeb-synthesis__FaceSwap__MobileFaceSwap__id21_id1_0005__4efe912a,fake,val,FaceSwap,0.522208458078759,28,1,1,ucf_mean
Celeb-synthesis__FaceSwap__MobileFaceSwap__id30_id33_0007__116b4b9d,fake,train,FaceSwap,0.6317529664619973,76,1,1,ucf_mean
Celeb-synthesis__FaceSwap__MobileFaceSwap__id3_id17_0009__ba920314,fake,val,FaceSwap,0.8218758734593908,83,1,1,ucf_mean
Celeb-synthesis__FaceSwap__MobileFaceSwap__id44_id42_0001__856b58b8,fake,train,FaceSwap,0.9021870836896716,53,1,1,ucf_mean
Celeb-synthesis__FaceSwap__SimSwap__id16_id3_0000__3477c358,fake,train,FaceSwap,0.7485996557856506,53,1,1,ucf_mean
Celeb-synthesis__FaceSwap__SimSwap__id23_id31_0002__78b72662,fake,test,FaceSwap,0.8844715133309364,54,1,1,ucf_mean
Celeb-synthesis__FaceSwap__SimSwap__id26_id30_0004__7c477cff,fake,train,FaceSwap,0.4409331324810194,59,0,1,ucf_mean
Celeb-synthesis__FaceSwap__SimSwap__id38_id23_0009__5a2e1d04,fake,train,FaceSwap,0.80151793695226,98,1,1,ucf_mean
Celeb-synthesis__FaceSwap__UniFace__id23_id24_0009__e3961dbf,fake,test,FaceSwap,0.7981485415179774,53,1,1,ucf_mean
Celeb-synthesis__FaceSwap__UniFace__id50_id54_0004__6af864e5,fake,train,FaceSwap,0.8901864282692535,79,1,1,ucf_mean
Celeb-synthesis__FaceSwap__UniFace__id55_id49_0008__71e45bf7,fake,train,FaceSwap,0.8754542631407579,72,1,1,ucf_mean
Celeb-synthesis__FaceSwap__UniFace__id60_id5_0001__269126df,fake,train,FaceSwap,0.6659567486749937,73,1,1,ucf_mean
Celeb-synthesis__TalkingFace__AniTalker__id24_0009_test_id00812_7ppP2WTpZ1s__0dde1eb3,fake,test,TalkingFace,0.7197465204766819,56,1,1,ucf_mean
Celeb-synthesis__TalkingFace__AniTalker__id31_0009_test_id03839_C_MwvSBvUy8__b53cb2c1,fake,train,TalkingFace,0.6019000673764631,38,1,1,ucf_mean
Celeb-synthesis__TalkingFace__AniTalker__id39_0002_test_id01298_i8N_VPTGLis__f11e15fd,fake,train,TalkingFace,0.9852744147584245,37,1,1,ucf_mean
Celeb-synthesis__TalkingFace__AniTalker__id40_0007_test_id03382_yg4PLo7dVmk__c09f3bb2,fake,train,TalkingFace,0.9599594461674593,49,1,1,ucf_mean
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,fake,val,TalkingFace,0.9160081428640029,68,1,1,ucf_mean
Celeb-synthesis__TalkingFace__EDTalk__id11_0004_test_id04862_i6aGUMQW5jA__3fb1a1b0,fake,train,TalkingFace,0.9053770069565091,28,1,1,ucf_mean
Celeb-synthesis__TalkingFace__EDTalk__id24_0000_test_id00866_0OxT7uyV-vU__9aa8a0a4,fake,test,TalkingFace,0.9703388997486659,35,1,1,ucf_mean
Celeb-synthesis__TalkingFace__EDTalk__id46_0003_test_id04276_sPZWjloFrg8__35172969,fake,test,TalkingFace,0.9819048289899472,27,1,1,ucf_mean
Celeb-synthesis__TalkingFace__EDTalk__id47_0008_test_id03127_RmKc_HNTw-k__e607e11a,fake,train,TalkingFace,0.986595098177592,45,1,1,ucf_mean
Celeb-synthesis__TalkingFace__EchoMimic__id21_0002_test_id03524_cxnnKLQYemo__332d8a6d,fake,val,TalkingFace,0.9533559739589691,30,1,1,ucf_mean
Celeb-synthesis__TalkingFace__EchoMimic__id25_0004_test_id00926_TOxtKuoggFI__b6e859c3,fake,train,TalkingFace,0.984264686703682,28,1,1,ucf_mean
Celeb-synthesis__TalkingFace__EchoMimic__id47_0004_test_id04656_27HyvKOXDjo__ba68f94a,fake,train,TalkingFace,0.9398618270369137,34,1,1,ucf_mean
Celeb-synthesis__TalkingFace__EchoMimic__id48_0002_test_id04656_jPpleSW9BCY__4cf1cf35,fake,val,TalkingFace,0.9410310893347769,66,1,1,ucf_mean
Celeb-synthesis__TalkingFace__EchoMimic__id49_0008_test_id07414_N7IVsTDjNU0__d3ee12d8,fake,train,TalkingFace,0.9044121079719983,52,1,1,ucf_mean
Celeb-synthesis__TalkingFace__FLOAT__id2_0005_test_id05850_WCsUJ380ww8__8da4ea18,fake,train,TalkingFace,0.5571924769984824,28,1,1,ucf_mean
Celeb-synthesis__TalkingFace__FLOAT__id51_0009_test_id04094_XXOtyg4RxTE__2ede6c82,fake,train,TalkingFace,0.07742635626345867,36,0,1,ucf_mean
Celeb-synthesis__TalkingFace__FLOAT__id52_0001_test_id08374_FW6ALFdkBfk__5bcde2e2,fake,test,TalkingFace,0.6507878578267992,32,1,1,ucf_mean
Celeb-synthesis__TalkingFace__FLOAT__id59_0005_test_id08392_V2DQaPnQhBs__9e42e7d6,fake,train,TalkingFace,0.7712199956178665,40,1,1,ucf_mean
Celeb-synthesis__TalkingFace__FLOAT__id59_0006_test_id08701_yty4X4F1mQY__67454fd2,fake,train,TalkingFace,0.5461844195399368,57,1,1,ucf_mean
Celeb-synthesis__TalkingFace__IP_LAP__id32_0009_test_id04094_SeYATZknAgI__42332e6c,fake,val,TalkingFace,0.6780518591403961,11,1,1,ucf_mean
Celeb-synthesis__TalkingFace__IP_LAP__id34_0008_test_id04232_T7dROCqmwNQ__745f8ce8,fake,train,TalkingFace,0.9019951857626438,48,1,1,ucf_mean
Celeb-synthesis__TalkingFace__IP_LAP__id3_0006_test_id03178_FDfJLMr1-_o__fe0b3aa9,fake,val,TalkingFace,0.856415397922198,30,1,1,ucf_mean
Celeb-synthesis__TalkingFace__IP_LAP__id4_0001_test_id03030_tAA7AHbEteI__4bd75861,fake,train,TalkingFace,0.9490606346551109,34,1,1,ucf_mean
Celeb-synthesis__TalkingFace__Real3DPortrait__id20_0008_test_id03524_GkvScYvOJ7o__60452cfc,fake,train,TalkingFace,0.983027152526073,39,1,1,ucf_mean
Celeb-synthesis__TalkingFace__Real3DPortrait__id29_0007_test_id04253_5HYtpHHpsE0__4d4e4a7f,fake,train,TalkingFace,0.8864401598771413,30,1,1,ucf_mean
Celeb-synthesis__TalkingFace__Real3DPortrait__id34_0001_test_id02317_5moKZXlJTEs__099ebb58,fake,train,TalkingFace,0.6950199281175932,48,1,1,ucf_mean
Celeb-synthesis__TalkingFace__Real3DPortrait__id47_0003_test_id01822_taZoHZYN5-E__3a745d4b,fake,train,TalkingFace,0.4597674175291448,37,0,1,ucf_mean
Celeb-synthesis__TalkingFace__SadTalker__id13_0014_test_id04232_Ui7YgRJZ8YQ__f5d8175a,fake,train,TalkingFace,0.732242593398461,26,1,1,ucf_mean
Celeb-synthesis__TalkingFace__SadTalker__id25_0004_test_id01593_tLFWX-IdAwI__c675a9b2,fake,train,TalkingFace,0.8023916020475584,29,1,1,ucf_mean
Celeb-synthesis__TalkingFace__SadTalker__id39_0006_test_id08696_nWfOgj03gag__75653d8f,fake,train,TalkingFace,0.9218747121947152,35,1,1,ucf_mean
Celeb-synthesis__TalkingFace__SadTalker__id52_0001_test_id05999_nDjFzNd5qNQ__09ca3e40,fake,test,TalkingFace,0.7281345868552173,27,1,1,ucf_mean
YouTube-real__00008__28dc0846,real,train,,0.8581679932773113,80,1,0,ucf_mean
YouTube-real__00024__21bb6f4b,real,train,,0.9432145214599111,92,1,0,ucf_mean
YouTube-real__00025__db3eb10e,real,train,,0.4690204184455208,79,0,0,ucf_mean
YouTube-real__00035__97d80fd9,real,train,,0.5564701120042569,77,1,0,ucf_mean
YouTube-real__00044__9b1b666f,real,train,,0.7363555347308134,78,1,0,ucf_mean
YouTube-real__00047__ddcd50e0,real,test,,0.8655101883156997,82,1,0,ucf_mean
YouTube-real__00052__6d571b17,real,train,,0.709039835498119,78,1,0,ucf_mean
YouTube-real__00053__aa10062c,real,test,,0.5783790588760988,78,1,0,ucf_mean
YouTube-real__00055__e841059e,real,train,,0.8672918975353241,78,1,0,ucf_mean
YouTube-real__00057__50c336b0,real,train,,0.4052116431546612,78,0,0,ucf_mean
YouTube-real__00058__29f03de6,real,val,,0.9382214700474458,85,1,0,ucf_mean
YouTube-real__00062__5f3cac2e,real,train,,0.7417008016258478,80,1,0,ucf_mean
YouTube-real__00064__25534500,real,train,,0.49427443877276445,72,0,0,ucf_mean
YouTube-real__00094__4160a4f5,real,train,,0.9258387641630311,69,1,0,ucf_mean
YouTube-real__00096__5cc42443,real,train,,0.8094948734722885,51,1,0,ucf_mean
YouTube-real__00104__06a37790,real,train,,0.7783569150737354,84,1,0,ucf_mean
YouTube-real__00106__c2af865d,real,val,,0.7681523778221824,55,1,0,ucf_mean
YouTube-real__00117__bdf249b7,real,train,,0.6420995050242969,77,1,0,ucf_mean
YouTube-real__00123__90f3671c,real,train,,0.34191813305312513,51,0,0,ucf_mean
YouTube-real__00124__10aa7687,real,train,,0.649913494960523,71,1,0,ucf_mean
YouTube-real__00127__3264da78,real,train,,0.9529902486153591,81,1,0,ucf_mean
YouTube-real__00131__070a3ab1,real,train,,0.8664101590712865,60,1,0,ucf_mean
YouTube-real__00133__a93670e2,real,train,,0.8501697523253304,84,1,0,ucf_mean
YouTube-real__00149__38bf8552,real,val,,0.18844857213689997,85,0,0,ucf_mean
YouTube-real__00167__272a6fd1,real,train,,0.6102622427977622,80,1,0,ucf_mean
YouTube-real__00172__5894f923,real,train,,0.2921458388978647,59,0,0,ucf_mean
YouTube-real__00184__de20d94a,real,test,,0.08828201033294389,78,0,0,ucf_mean
YouTube-real__00185__f8ead19f,real,train,,0.7347755793812154,79,1,0,ucf_mean
YouTube-real__00191__f212fe17,real,test,,0.5919147480681941,74,1,0,ucf_mean
YouTube-real__00194__b4e07ea5,real,train,,0.37703922757419284,77,0,0,ucf_mean
YouTube-real__00199__6d337691,real,test,,0.7043360240757466,80,1,0,ucf_mean
YouTube-real__00201__4a381149,real,train,,0.9247298759299439,77,1,0,ucf_mean
YouTube-real__00205__7e19abde,real,test,,0.6394037782753769,76,1,0,ucf_mean
YouTube-real__00207__44d1e320,real,test,,0.5750955279384341,21,1,0,ucf_mean
YouTube-real__00210__180dbb4a,real,train,,0.9563772228418612,102,1,0,ucf_mean
YouTube-real__00211__99b3551d,real,val,,0.17281147837638852,71,0,0,ucf_mean
YouTube-real__00213__b52f3036,real,train,,0.34526318500374814,77,0,0,ucf_mean
YouTube-real__00219__142de838,real,test,,0.35753037318311354,81,0,0,ucf_mean
YouTube-real__00222__7743d1ea,real,val,,0.4633566739085393,78,0,0,ucf_mean
YouTube-real__00223__600bf6c4,real,train,,0.6624337123706937,80,1,0,ucf_mean
YouTube-real__00230__35a17f52,real,train,,0.1214236576404226,76,0,0,ucf_mean
YouTube-real__00231__580f5e23,real,train,,0.3222314692102372,80,0,0,ucf_mean
YouTube-real__00232__b34c4a44,real,train,,0.8965264045739476,79,1,0,ucf_mean
YouTube-real__00237__aaeb197a,real,train,,0.8764892118541818,76,1,0,ucf_mean
YouTube-real__00246__bc0e9215,real,train,,0.5664882665794146,76,1,0,ucf_mean
YouTube-real__00247__bafef148,real,test,,0.9777518059962835,78,1,0,ucf_mean
YouTube-real__00255__e1eeab9f,real,test,,0.804306611699878,53,1,0,ucf_mean
YouTube-real__00276__9a515823,real,train,,0.8828438830066037,77,1,0,ucf_mean
YouTube-real__00291__3b395670,real,train,,0.779996806150907,77,1,0,ucf_mean
YouTube-real__00295__62c37f3f,real,train,,0.38395029735310293,76,0,0,ucf_mean
